Station_ID,OGdate,Date,WeekByMonth,Week ,DataQuality1,MaxWindgust,WindVelocityMean,DataQuality2,Precip,PrecipForm,SunlightDuration,SnowDepth,MeanCloudCover,MeanVP,MeanP,MeanT,MeanRH,MaxT,MinT,MinTat5cm
1691,19900518,1990-05-18,1900-01-20,1990-21,10,6.4,1.3,10,0,0,3.5,0,4.3,9,1000.8,10.9,69,15,7.9,5.8
1691,19900519,1990-05-19,1900-01-20,1990-21,10,6.7,1.3,10,0,0,8,0,3.3,9.5,1002.7,13,66,18.7,5.3,3.4
1691,19900520,1990-05-20,1900-01-20,1990-21,10,9.8,2,10,0,0,12.6,0,4.3,8.8,999.7,15,52,21.2,7.3,4.6
1691,19900521,1990-05-21,1900-01-21,1990-21,10,6.9,0.9,10,0,0,11,0,5.3,9.2,994.4,14.8,57,21.6,5.7,3.7
1691,19900522,1990-05-22,1900-01-21,1990-21,10,8.2,1.3,10,0,0,11.1,0,3.7,10.9,995.7,15.5,62,21.2,9,7
1691,19900523,1990-05-23,1900-01-21,1990-21,10,6.7,1.1,10,0,0,9.6,0,4,11.8,995.1,16.9,63,24.2,7.8,6.2
1691,19900524,1990-05-24,1900-01-21,1990-21,10,12.5,2.9,10,0,0,13.5,0,3.7,9.3,996.1,14.1,57,18.3,9.2,6.6
1691,19900525,1990-05-25,1900-01-21,1990-22,10,9.5,2.3,10,0,0,4.2,0,5.7,8,1000.5,10.2,65,13.9,6.4,4
1691,19900526,1990-05-26,1900-01-21,1990-22,10,8.8,1.5,10,0,0,11.3,0,2,7.6,1005.6,9.4,64,14.6,2.5,0.8
1691,19900527,1990-05-27,1900-01-21,1990-22,10,9.3,1.7,10,0,0,10.9,0,4.3,7.8,1005,11.7,59,16,2.3,0.5
1691,19900528,1990-05-28,1900-01-22,1990-22,10,9.8,2.2,10,0.2,6,3.6,0,5.7,8.6,1005.7,9.9,70,14.3,6.8,5
1691,19900529,1990-05-29,1900-01-22,1990-22,10,6.2,1.1,10,0,0,13.5,0,2.3,8,1005.1,11.8,61,17.8,3.8,1.8
1691,19900530,1990-05-30,1900-01-22,1990-22,10,8.6,0.9,10,0,0,10.3,0,4.3,8.1,1000.5,13.2,56,20.6,3.7,1.9
1691,19900531,1990-05-31,1900-01-22,1990-22,10,6.2,0.9,10,0,0,8.1,0,5.7,9.9,1000.1,16.2,55,23.2,7.6,5.7
1691,19900601,1990-06-01,1900-01-22,1990-23,10,7.2,0.9,10,0,6,6.5,0,6.3,11.2,995.3,19.8,51,26.5,11.1,8.1
1691,19900602,1990-06-02,1900-01-22,1990-23,10,10.3,1.9,10,5.6,6,2.6,0,7,12.5,986.1,14.5,73,19.3,12.8,9.8
1691,19900603,1990-06-03,1900-01-22,1990-23,10,9,2.9,10,9.1,6,3.9,0,6.3,11,987.4,14.3,67,18.7,10.5,9
1691,19900604,1990-06-04,1900-01-23,1990-23,10,12.9,3.7,10,0.1,6,2.6,0,6.7,10.7,984.5,12.5,73,16.2,11.4,11.1
1691,19900605,1990-06-05,1900-01-23,1990-23,10,9.1,2.1,10,0,0,4.2,0,6,11,991.3,13,73,17.9,10.4,9.7
1691,19900606,1990-06-06,1900-01-23,1990-23,10,5.3,0.9,10,0.1,6,1.2,0,7.3,11.8,991.4,15.4,68,19,10.2,8.2
1691,19900607,1990-06-07,1900-01-23,1990-23,10,8,2.5,10,3.2,6,0.1,0,8,14.1,987.1,15,83,16.5,12.6,11.5
1691,19900608,1990-06-08,1900-01-23,1990-24,10,6.9,1.1,10,6.8,6,0,0,8,11.6,986.4,10.6,89,15,9.6,10
1691,19900609,1990-06-09,1900-01-23,1990-24,10,8.8,1.2,10,7.2,6,2.1,0,7.3,11,989.4,11.4,83,16.8,6.8,5
1691,19900610,1990-06-10,1900-01-23,1990-24,10,8.8,1.9,10,23.1,6,0,0,8,12.4,990.6,11.9,91,15,9.5,9.2
1691,19900611,1990-06-11,1900-01-24,1990-24,10,7.2,1.8,10,0,0,0,0,8,11,996.7,12.5,76,13.9,10.2,9.3
1691,19900612,1990-06-12,1900-01-24,1990-24,10,7.2,1.4,10,0,0,1.2,0,7.7,12.5,996.3,14.4,77,18,12,10.6
1691,19900613,1990-06-13,1900-01-24,1990-24,10,5.7,1.9,10,0,6,0,0,8,11.9,998.1,13.9,77,15.8,11.8,11.4
1691,19900614,1990-06-14,1900-01-24,1990-24,10,4.3,0.6,10,0,0,0,0,8,12.1,998,13.6,77,15.6,11.8,9.8
1691,19900615,1990-06-15,1900-01-24,1990-25,10,5.9,1,10,0,0,0,0,7.3,11.5,998.5,13.2,74,16,11.1,9.4
1691,19900616,1990-06-16,1900-01-24,1990-25,10,6.4,1.1,10,0,0,5.3,0,4,11.2,997.6,13.4,73,18,7.6,5.4
1691,19900617,1990-06-17,1900-01-24,1990-25,10,6.9,1,10,0,0,12.3,0,3,12.4,993.8,16.8,67,22.2,8,5.7
1691,19900618,1990-06-18,1900-01-25,1990-25,10,12,1.2,10,0.5,6,7.8,0,6.7,13.9,991.5,18.1,69,25.5,10.3,7.8
1691,19900619,1990-06-19,1900-01-25,1990-25,10,10.3,2,10,0.3,6,8,0,6.7,15.6,993.5,20.5,66,25.8,13.4,10.6
1691,19900620,1990-06-20,1900-01-25,1990-25,10,12.4,1.7,10,1,6,0.1,0,6.7,16.9,991.9,17.3,83,20.5,14.9,12.5
1691,19900621,1990-06-21,1900-01-25,1990-25,10,12.6,2.5,10,0.5,6,9,0,5.3,11.8,989.9,17.2,61,22,14.2,11.3
1691,19900622,1990-06-22,1900-01-25,1990-26,10,17.5,4.4,10,3,6,5.2,0,6.7,12.3,985.8,14.9,72,20.5,12.8,12
1691,19900623,1990-06-23,1900-01-25,1990-26,10,12.4,2.7,10,3.6,6,4.8,0,7,13.3,994.6,13.9,83,19.2,11.4,8.5
1691,19900624,1990-06-24,1900-01-25,1990-26,10,8.4,2,10,0,0,12.8,0,4,11.1,1001,16.7,59,21.4,10.8,8.3
1691,19900625,1990-06-25,1900-01-26,1990-26,10,9.4,1.8,10,0,0,1.9,0,4.7,16.1,1002.5,18.6,74,22.2,14.6,12.7
1691,19900626,1990-06-26,1900-01-26,1990-26,10,8.8,1.2,10,0,0,11.6,0,5.3,17.8,999.6,22.6,67,29,14.5,12.3
1691,19900627,1990-06-27,1900-01-26,1990-26,10,6.4,1.3,10,1.4,6,2.4,0,6.7,20,991.9,21.7,76,26.9,16.1,13
1691,19900628,1990-06-28,1900-01-26,1990-26,10,8.2,2,10,0,0,6.8,0,5,15.6,995.4,20.8,64,27.2,18.4,16
1691,19900629,1990-06-29,1900-01-26,1990-27,10,15.4,1.2,10,14.2,6,6.9,0,7,17.6,997.2,19.8,76,27.5,14.6,12.3
